,data,label
18480,Raises::,1.0
18481,">>> cmp.sim('aluminum', 'Catalan')",1.0
18482,"raise ValueError(""Semaphore released too many times"")",0.0
18483,a_tag = Page.default_link_tag(item),0.0
18484,"print >>sys.stderr, result",0.0
18485,A python number (float or integer),1.0
18486,return None,0.0
18487,handle_openssl_error(res),0.0
18488,"This replicates functionality from mir_eval.sonify.clicks,",1.0
18489,args.add_service_url(parser),0.0
18490,3) a node with a weight of 0.75-1.0 gets the IMPORTANT style.,1.0
18491,Returns the left half of the split complement.,1.0
18492,account_name,0.0
18493,"logger.debug(""Strategy: Case.2a"")",1.0
18494,"invert : boolean, optional",1.0
18495,Synchronize all writes that have happened,1.0
18496,except Exception as e:,0.0
18497,if action_spec['type'] == 'bool':,0.0
18498,"pts = (-1000, -1000)",0.0
18499,keras_weights = [W],0.0
18500,"Reset the `LegacyClientStream` object state, making the object ready",1.0
18501,----------,1.0
18502,self.world.on_start_game(),0.0
18503,"self, directory: str = None, packages: typing.List[str] = None",0.0
18504,return thing,0.0
18505,if len(certs) > 0:,0.0
18506,return False,0.0
18507,"def cancel_milestone_payment(session, milestone_id):",0.0
18508,def parse_colors(path):,0.0
18509,"return ((ext.name, ext.plugin) for ext in emgr)",0.0
18510,"m = str(pull).replace(""$FILE_PATH"", str(realPath) )",0.0
18511,"if isinstance(value, collections.MutableMapping):",0.0
18512,unmasked_sparse_grid_pixel_centres=self.unmasked_sparse_grid_pixel_centres).astype('int'),0.0
18513,"logger.debug('Tried to download %s\'s metadata.yaml, got status %d',",0.0
18514,"perfile[handle] = np.zeros(3, dtype=np.int)",0.0
18515,>>> assert ub.readfrom(fpath1) == '',1.0
18516,word = 'I' + word[1:],0.0
18517,"get our ra, decl",1.0
18518,"cmap=cmap, norm=norm, norm_min=norm_min, norm_max=norm_max, linthresh=linthresh, linscale=linscale,",0.0
18519,if field.is_extension:,0.0
18520,-----,1.0
18521,"eqi, eqj = i, j",0.0
18522,must be member of process ``TilePyramid``,1.0
18523,we use 5-sigma as full-width -> duration,1.0
18524,elif self._name == 'LOG':,0.0
18525,"data = bytes_from_buffer(context.pbCertEncoded, native(int, context.cbCertEncoded))",0.0
18526,>>> ct.kappa_statistic(),1.0
18527,utils.ensure_path_exists(env.path),0.0
18528,return MetricNRMSE(metricSpec),0.0
18529,self.tokens.append(tok),0.0
18530,"fillsets = io5[""quartets""]",0.0
18531,"def minimal_medium(model, min_objective_value=0.1, exports=False,",0.0
18532,"ctx.run(""cookiecutter --no-input {}"".format(tmpdir))",0.0
18533,"color='gray',",0.0
18534,plot.abf.derivative=True,0.0
18535,"def get(self, request, hash, filename):",0.0
18536,"if any([i for i in fastqs if i.endswith("".bz2"")]):",0.0
18537,Example:,1.0
18538,"p, len(p), min_length))",0.0
18539,Returns:    returns a dict representing the experiment description schema.,1.0
18540,"solve(RK, T)",1.0
18541,Parses an text representation of a protocol message into a message.,1.0
18542,for i in range(len(value)):,0.0
18543,Refer https://docs.microsoft.com/en-us/windows/desktop/api/uiautomationclient/nf-uiautomationclient-iuiautomationitemcontainerpattern-finditembyproperty,1.0
18544,outdict[mcol]['collection']['mad'].append(thismad),0.0
18545,if file_path.startswith('/'):,0.0
18546,try:,0.0
18547,help='Config property to set',0.0
18548,return,0.0
18549,redirects during OAuth authorization.,1.0
18550,"self.cacher.save(certificate, cfgstr=cfgstr)",0.0
18551,mark_as_published = False,0.0
18552,"if not isinstance(data, byte_cls):",0.0
18553,return attrgetter(item),0.0
18554,mhd_filename = fname + '.mhd',0.0
18555,kp = self.erp / (cfm * self.world.dt),0.0
18556,The new child space.,1.0
18557,for groups in chemgroups:,0.0
18558,):,0.0
18559,"with open(os.path.join(folder, 'DDBST UNIFAC assignments.tsv')) as f:",0.0
18560,is_file: whether input is name of file,1.0
18561,click.secho(readme_content),0.0
18562,temp  =  EDX:EAX / SRC;,1.0
18563,"return self.origin_info.get('url', None)",0.0
18564,self.__repo['repository_information'] = info,0.0
18565,sqs_client = boto3.client('sqs'),0.0
18566,stdout = sys.stdout,0.0
18567,"(September 1, 1987): 1-18. doi:10.1016/0378-3812(87)80001-8.",1.0
18568,('^,0.0
18569,totalActiveInInput,0.0
18570,"@param object_name: Object name to type in, either full name,",1.0
18571,"return self._conn.get(url, headers={""Accept"": accept},",0.0
18572,else:,0.0
18573,"external_id=None, arn_partition='aws'):",0.0
18574,self._total_prediction_calls += 1,0.0
18575,if 1 == len(rs):,0.0
18576,we can just do a shallow copy instead of copy.deepcopy.  Using,1.0
18577,from django.test.utils import setup_test_environment,0.0
18578,"def _filter(cls, query, state=MembershipState.ACTIVE, eager=None):",0.0
18579,--------,1.0
18580,totalConfidence),0.0
18581,">>> Laliberte_density(273.15, [0.0037838838], ['7647-14-5'])",1.0
18582,'name': window_name,0.0
18583,"_sql = .format(i_str, ssi_str, reseau, debut, fin)",0.0
18584,all of the updates at once using:,1.0
18585,----------,1.0
18586,try:,0.0
18587,Output volume (db),1.0
18588,Execute the raw and/or the enrich phases of a given backend section defined in a Mordred configuration file.,1.0
18589,if self._socket is None:,0.0
18590,"raise RuntimeError(""The JPMML-SkLearn conversion application has failed. The Java executable should have printed more information about the failure into its standard output and/or standard error streams"")",0.0
18591,M : array_like,1.0
18592,a job if it hasn't already been started up.,1.0
18593,>>> soundex_br('Oliveira'),1.0
18594,"@param process_name: Process name, ex: firefox-bin.",1.0
18595,deposit['$schema'] = deposit_schema_from_record_schema,1.0
18596,send align1 to the bash shell,1.0
18597,"indices, or",1.0
18598,"pct_tree_y=pct_tree_y,",0.0
18599,"return shell.run('git', 'pull', *args, **{'cwd': repo_path})",0.0
18600,-------,1.0
18601,yl1 = lent - 1,0.0
18602,Displays a list of all environment key/value pairs for the current role.,1.0
18603,end = maparr.shape[0],0.0
18604,"KeyName=self.key_name,",0.0
18605,"for attr in node.getElementsByTagName(""data""):",0.0
18606,yellowThreshold = 1.0 - yellowThreshold,0.0
18607,if params:,0.0
18608,"def trades(symbol=None, token='', version=''):",0.0
18609,lines = f.read().split('\n'),0.0
18610,:param str author_contact: Namespace author's contact info/email address,1.0
18611,"if key == ""route_I_counts"":",0.0
18612,"def __read_answer_from_line(self, index_point, line):",0.0
18613,while base_key not in valid_base_keys and base_key:,0.0
18614,Skip initial rows to get to the rows that we actually need to checkpoint,1.0
18615,result = Security.SSLWrite(,0.0
18616,return None,0.0
18617,"for path, storage in finder.list(self.ignore_patterns):",0.0
18618,elif Tb:,0.0
18619,"assert crt and csr and key, 'If base not provided, crt and csr and key must be given.'",0.0
18620,"wmsg = ""%d temperatures should have been supplied for ref_t. ""\",0.0
18621,"raise Exception('Only orders -2, -1, 0, 1, 2 and 3 are supported.')",0.0
18622,"when the result is an integer, exit with that integer value",1.0
18623,:param delete_if_expired: remove value from cache if it is expired.,1.0
18624,fixed_path = posixpath.normpath(fixed_path),0.0
18625,Download and uncompress file,1.0
18626,">>> value_to_single_key_strokes([1, 2, 3])",1.0
18627,ts = datavol[indices],0.0
18628,"if hasattr(sys, 'tracebacklimit'):",0.0
18629,"elif curr_sec in ('bondtypes', 'bonds'):",0.0
18630,else:,0.0
18631,CommandLine:,1.0
18632,elif not result:,0.0
18633,"float_format='{0:.2f}'.format,",0.0
18634,"if isinstance(media, aiohttp.ClientResponse):",0.0
18635,root_logger.addHandler(stream_handler),0.0
18636,pos = 0,0.0
18637,raise Exception('Passphrase less than 32 characters long'),0.0
18638,self.samples = [],0.0
18639,if (registry is None) or (registry == registry_access.Registry_Base_URL):,0.0
18640,return self.features[sound.featureset],0.0
18641,(phadiffs < 1.0e-4) &,0.0
18642,shell=True),0.0
18643,self._weightMatrix[nSteps]),0.0
18644,groups = [],0.0
18645,if (res.hour is not None and len(l[i]) <= 5 and,0.0
18646,new = len(finder.set_board(board)),0.0
18647,"if a component exists (has a valid description file), and either is",1.0
18648,return json_data['status'],0.0
18649,Returns,1.0
18650,:param cpu: current CPU.,1.0
18651,"update_schedule=['P', 'B', 'X'] + list(_ALL_BOLT_CHARS))",0.0
18652,This tells SAPSF to launch the course in a new browser window.,1.0
18653,"if getattr(primitive, ""indices"") is None:",0.0
18654,vmax = vmin + ptp,0.0
18655,trips: dict,1.0
18656,"AppKit.NSWorkspaceLaunchAllowingClassicStartup,",0.0
18657,"config_path = config.get_heron_cluster_conf_dir(cluster, config_path)",0.0
18658,if(self.nb_step < 5):,0.0
18659,ksize = 2.9 * sigma,0.0
18660,:param dest: destination operand.,1.0
18661,"return np.full((grid.shape[0], 2), 0.0)",0.0
18662,"groups = make_main_index(structure, selection=mainselection,",0.0
18663,return [],0.0
18664,">>> print(remove_pad_sequences(sequences, pad_id=0))",1.0
18665,"description=description,",0.0
18666,tf_name = w_name,0.0
18667,"Keep track of x, y, size for figures",1.0
18668,dos,1.0
18669,"def _get_stream_id(comp_name, stream_id):",0.0
18670,weighted_acceleration = acceleration * importance,0.0
18671,links.append(value),0.0
18672,"elif char == 'L' and nxch in {'M', 'N'}:",0.0
18673,vco_out_last = 0,0.0
18674,"name=exercise[""name""],",0.0
18675,"password = self._config.get(""credentials"", ""password"", fallback=None)",0.0
18676,mfile['catalog']['modification_utc'] = utcnow,0.0
18677,inputs: pytorch node inputs,1.0
18678,"r""""""Pseudo spectrum using eigenvector method (EV or Music)",1.0
18679,"%-3d"" % (isActiveStr, j),",1.0
18680,return 1,0.0
18681,return result,0.0
18682,new_data = {,0.0
18683,\right]\left(\frac{\partial P}{\partial V}\right)_T^{-3},1.0
18684,>>> PackedAttributes.unpack('\x00\x00\x00\x01'),1.0
18685,"def pprint(self, output, prefix=""""):",0.0
18686,Whether a connection can be established between those two meshes.,1.0
18687,"response_object[""cows""] = 0",0.0
18688,for name in added_vars:,0.0
18689,de-dupe extra args,1.0
18690,"'--port', '-p',",0.0
18691,current_branch = os.getenv('CIRCLE_BRANCH'),0.0
18692,(b & ct2) & ct => b & (ct&ct2)  associative property,1.0
18693,pmagsx2 = phasedlc['mags'],0.0
18694,"Under the hood, we reconstruct the individual shares in a",1.0
18695,Notes,1.0
18696,"message = error.get('message', str(status))",0.0
18697,Warning: Will only work properly on 44.1kHz stereo audio!,1.0
18698,self.emu._stop_at = target,0.0
18699,"return error is None, error",0.0
18700,excluded = 0,0.0
18701,- `url` to specifically get a URL.,1.0
18702,raise,0.0
18703,data = data[header_size:],0.0
18704,desc = reset_parent_desc_template(desc),0.0
18705,: param filters: a dictionary with keys that are valid keys for,1.0
18706,|x|o|o|o|o|o|o|o|x|,1.0
18707,-------,1.0
18708,"def run(self, clock):",0.0
18709,"if not isinstance(rsa_oaep_padding, bool):",0.0
18710,"return await process_sphinx_technote(session,",0.0
18711,allele = str(fields[allele_index]),0.0
18712,"raise ValueError(""Unknown webhook event: %r"" % (event_type))",0.0
18713,if resource.tabular:,0.0
18714,return None,0.0
18715,"The following properties are set by each queue: ``vertex_color``,",1.0
18716,item.as_xml(self.xmlnode),0.0
18717,"print 'radius', radius",0.0
18718,Send the notification with the payload,1.0
18719,self._inferPhase2(),0.0
18720,new revision in the existing item.,1.0
18721,"s,im = pxint(radius=radius, factor=4)",0.0
18722,make sure we have enough LCs to work on,1.0
18723,Declare a function or method to be a Yaz task,1.0
18724,"if not isinstance(channels, int) and channels is not None:",0.0
18725,0. for normal exit (no numerical ill-conditioning),1.0
18726,Wrapper function for TUN and serial port monitoring,1.0
18727,"Make first record timestamp as the beginning of the time period,",1.0
18728,def _getBundleId(self):,0.0
18729,if value_asbool(use_pypi):,0.0
18730,arr[np.logical_not(np.isfinite(arr))] = 0,0.0
18731,if not security_groups.get_security_groups(,1.0
18732,"self.config.output.write(process_tile=process_tile, data=data)",0.0
18733,out : a dict or :class:`~numpy.ndarray`,1.0
18734,"logger.info(""[%(dirname)s] All files set up for a run time of %(runtime)g ps """,0.0
18735,self.auth_in_stage2),0.0
18736,for k in self._timeouts.keys():,0.0
18737,"self._process_current(handle, constants.RAR_SKIP)",0.0
18738,try:,0.0
18739,if six.PY2:,0.0
18740,This is an example how to sort votes prior to using them in the,1.0
18741,knows to search for them in. Use this along with `lcformat` to specify,1.0
18742,newValues.append(arg),0.0
18743,Register a parser for a attribute type.,1.0
18744,known_hosts = os.path.expanduser('~/.ssh/known_hosts'),0.0
18745,"timecols, magcols, errcols,",0.0
18746,def get_formset_kwargs(self):,0.0
18747,"captures = {""version"": None, ""url"": None, ""date"": None}",0.0
18748,sigma,0.0
18749,"return log(1 + _manhattan_keyboard_distance(char1, char2))",0.0
18750,"codewords[p,:] = codeword",0.0
18751,Returns: None,1.0
18752,url = '{}{}'.format(,0.0
18753,self.__centers = results[1],0.0
18754,noinspection PyProtectedMember,1.0
18755,return pcnn_dynamic(dynamic),0.0
18756,elif direction == LEFT:,0.0
18757,fdecls.append(finfo['decl']),0.0
18758,Read the script file,1.0
18759,"course_id=course_id,",0.0
18760,"Set the default main loop, this also MUST happen before other DBus calls.",1.0
18761,Get the clan badge image URL,1.0
18762,asyncore.read(obj),0.0
18763,same size as input data,1.0
18764,"if the normto is a float, add everything to that float and return",1.0
18765,will be popped from the dictionary.,1.0
18766,droplet = Droplet(**jsoned),0.0
18767,"grid_spec = gridspec.GridSpec(1, amount_canvases)",0.0
18768,"command_line_args['tracker_url'],",0.0
18769,if verbose:,0.0
18770,cpu.FRAME = cpu.pop(cpu.address_bit_size),0.0
18771,"""type"": str,",0.0
18772,except queue.Empty:,0.0
18773,"interval to send event of btn down, drag and up",1.0
18774,"Properties. 2. Thermal Conductivity of Pure Fluids and Mixtures.""",1.0
18775,params = {,0.0
18776,str,1.0
18777,Find the last occurance of the file in finders,1.0
18778,Don't use the parameters to sign the request,1.0
18779,if result == True:,0.0
18780,"msg = ""settings.WEBHOOK_EVENTS must be an iterable object.""",0.0
18781,"requester_result = describe_vpc_peering_connections(Filters=[{""Name"": ""requester-vpc-info.vpc-id"",",0.0
18782,x26 = x25*x8,0.0
18783,self.actionNew.triggered.connect(self.on_new),0.0
18784,"host_style = ""{address:15} {tags}""",0.0
18785,"N_uniq, N_mult=signal.unique_roots(N_roots,tol=1e-3, rtype='avg')",0.0
18786,"x, center=center, strength=strength, radius=radius, rotation=rotation, output_shape=output_shape, order=order,",0.0
18787,enrolled_course_run['course_details']['course_id'] for enrolled_course_run in users_all_enrolled_courses,0.0
18788,"def step2_exchange(self, code=None, http=None, device_flow_info=None):",0.0
18789,Used to check if there is a dict in a dict,1.0
18790,in neutron/api/v2/attributes.py.  Values in this dictiontary,1.0
18791,Returns a list of the names of outgoing sequences. Some may be None.,1.0
18792,if course_id:,0.0
18793,self._version = version,0.0
18794,Stop chaos when there is no current blockade operation,1.0
18795,"anxt = numpy.insert(anxt, 0, 1)",0.0
18796,api = self._service.projects().operations().list(,0.0
18797,"constraints='',",0.0
18798,except KeyError:,0.0
18799,list of maximum number of steps; one for each integrator in,1.0
18800,variables = {},0.0
18801,elif isdir(this_dir):,0.0
18802,"elements.append(Polygon(rings[0], rings[1:]))",0.0
18803,Parameters,1.0
18804,def load_raw_data_with_mhd(filename):,0.0
18805,Force into a string tuple,1.0
18806,"python attribute name, to be used with namedtuples.",1.0
18807,if spouts_only == bolts_only:,0.0
18808,"'refresh_time': None,",0.0
18809,else:,0.0
18810,"sys.exit(""Please supply at least one subcommand: %s"" % subcmds)",0.0
18811,bj = b[j],0.0
18812,"//g' /etc/ssh/sshd_config"")",1.0
18813,"newRelativePath = self.to_repo_relative_path(path=newRelativePath, split=False)",0.0
18814,if wait:,0.0
18815,'dt': 'first'}),0.0
18816,".. note:: the number of input categories may vary, but the array size is",1.0
18817,following items,1.0
18818,"ax_sector_net = plt.subplot(gs[i, :], sharex=style_axes[0])",0.0
18819,renderWin.Render(),0.0
18820,:param outfile_idx: Index into output file list (for multiple input/output files),1.0
18821,cert_context_pointer = unwrap(cert_context_pointer_pointer),0.0
18822,Returns,1.0
18823,else:,0.0
18824,else:,0.0
18825,"""modes"": {",1.0
18826,y = jam.sandbox.muda._audio['y'],0.0
18827,"(pull_request_job_prefix, pull_request_job_names)",0.0
18828,"colorclass = starfeatures.color_classification(colorfeat,",0.0
18829,"If this is True, will use the 2MASS DUST service to get extinction",1.0
18830,self.result = None,0.0
18831,log.info(res),0.0
18832,if aslines:,0.0
18833,"self.add_systemnumber(""CDS"")",0.0
18834,"return pd.DataFrame(data=lines, columns=header)",0.0
18835,"subfields.append(('a', doi))",0.0
18836,Returns a callable that outputs the data. Defaults to print.,1.0
18837,if so remove it,1.0
18838,"cpmags,",0.0
18839,if r.env.engine == POSTGIS:,0.0
18840,"equal to sim_threshold, link the sentences.",1.0
18841,a completely different function :func:`modcovar`.,1.0
18842,continue,0.0
18843,self.finish(),0.0
18844,unrecognized entity reference.,1.0
18845,"print(""%s",0.0
18846,_operators = operators,0.0
18847,use the specific name generated by the server or the monitor wrapper,1.0
18848,alt_array = alt_string.split('|'),0.0
18849,return 0,0.0
18850,:param notification_handle: address of the variable that contains,1.0
18851,sdx += '7',0.0
18852,mapfiv           共享相同的o                         share common other_args,1.0
18853,"p[1],",0.0
18854,See Also,1.0
18855,s = s.upper(),0.0
18856,Stock split history,1.0
18857,remote_addr_exceptions = self.remote_addr_exceptions,0.0
18858,return expec.sum(-2) / ploidy,0.0
18859,r = self.local_renderer,0.0
18860,https://iexcloud.io/docs/api/#news,1.0
18861,try:,0.0
18862,"'epoch':phasedfitlc['epoch'],",0.0
18863,for mro_type in type(token).__mro__[:-1]:,0.0
18864,Temperature of the fluid [K],1.0
18865,:rtype: bool,1.0
18866,Prepare the VM (resources) configuration,1.0
18867,Handle attachment if image exists,1.0
18868,"def get_link_by_email(self, user_email):",0.0
18869,>>> print(corp.docs()),1.0
18870,raise ValueError('val does not have property or zero-arg method <%s>' % name),0.0
18871,elif n == 2:,0.0
18872,"self._player_interface.SetPosition(ObjectPath(""/not/used""), Int64(position * 1000.0 * 1000))",0.0
18873,return admin,0.0
18874,self._protocol.set_on_packet(None),0.0
18875,"'des-ede3': 'tripledes',",0.0
18876,elif reorder == 'increasing':,0.0
18877,obj_vars = [],0.0
18878,:param dataset_ids: The id of the dataset to retrieve files from,1.0
18879,use dict to match up read pairs,1.0
18880,return True,0.0
18881,"return self.histogram_stretch(use_bands, **kwargs)",0.0
18882,"fit as ususal, including centering",1.0
18883,"account[""options""][""memo_key""]",0.0
18884,cls_name = self.__class__.__name__,0.0
18885,if timeout is not None:,0.0
18886,"self.builder.set_doc_spdx_id(self.document, value)",0.0
18887,return [],0.0
18888,elif stuff[0] == '^':,0.0
18889,raise ValueError('algorithm has not yet completed'),0.0
18890,print('stored at %s' % path),0.0
18891,@brief Creates connection in the network in line with graph.,1.0
18892,nyquistfactor : int,1.0
18893,"pickle.dump(pfinfo, outfd, pickle.HIGHEST_PROTOCOL)",0.0
18894,return decorator,0.0
18895,"f.write(json.dumps(db, ensure_ascii=False, indent=2))",0.0
18896,"if re.match(egg_regex, i) is not None]))",0.0
18897,This is a parallel worker for the function below.,1.0
18898,"sample_states,",0.0
18899,return,0.0
18900,retval:       A ConnectionWrapper instance. NOTE: Caller,1.0
18901,:return: A possibly transposed image instance,1.0
18902,"'<code class=""docutils literal"">'",0.0
18903,book (str): Path to an Excel file.,1.0
18904,if _IsMapEntry(field):,0.0
18905,"Given an Ethernet frame, determine the appropriate sub-protocol;",1.0
18906,if ampersand_count:,0.0
18907,"print('platform:', platform.platform())",0.0
18908,"minbinelems=7,",0.0
18909,Source string for comparison,1.0
18910,raise ImproperlyConfigured('%s isn\'t a task module' % task_path),0.0
18911,else:,0.0
18912,>>> allsame([]),1.0
18913,zoom_matrix = affine_zoom_matrix(zoom_range=zoom_range),0.0
18914,exists_list.append(False),0.0
18915,"if ( (isinstance(timebaselcdict, (list, tuple))) and",0.0
18916,nocover,1.0
18917,if cert.extended_key_usage_value:,0.0
18918,"fname=userFolder()+""/abfFname.ini""",0.0
18919,self.sock.settimeout(5),0.0
18920,"r.sudo(""usermod -a -G video {user}"")",0.0
18921,:param int maxlags: compute cross correlation between [0:maxlags],1.0
18922,mode = None,0.0
18923,request_id=json_data['request_id']),0.0
18924,catalog_api_client = CourseCatalogApiServiceClient(enterprise_customer.site),0.0
18925,y.append(self._calculate_H(x[0]) - H),0.0
18926,density or mass value for a given body.,1.0
18927,lines from cmd.Cmd,1.0
18928,Tuple of built objects.,1.0
18929,keeping linter happy,1.0
18930,if SlidingWindowBolt.WINDOW_DURATION_SECS in config:,0.0
18931,'end_time,0.0
18932,NUM_CODAS + CODAS.index(coda),0.0
18933,"def linux(cls, path, argv=None, envp=None, entry_symbol=None, symbolic_files=None, concrete_start='', pure_symbolic=False, stdin_size=None, **kwargs):",0.0
18934,>>> list(find_path('bin')),1.0
18935,Handle the first stage authentication response (result of the <iq,1.0
18936,"print('authorization:', authorization)",0.0
18937,p[0] = p[1],0.0
18938,"account_name = meta.get(""account"").strip()",0.0
18939,"e.g, 'czerny'",1.0
18940,"description=program_license,",0.0
18941,all_pfmethods = np.unique(,0.0
18942,Examples,1.0
18943,the period search.,1.0
18944,"find_element_if_exists_name = ""element_by_"" + locator + ""_if_exists""",0.0
18945,"(January 1, 1986): 203-7. doi:10.1016/0378-3812(86)90013-0.",1.0
18946,ago on start cells.,1.0
18947,"logger.debug("" looking up payload class for element: {0!r}"".format(",0.0
18948,"[0, 0, 1]])",0.0
18949,T : float,1.0
18950,"derephandle = os.path.join(data.dirs.edits, sample.name+""_derep.fastq"")",0.0
18951,"refused connection, etc).",1.0
18952,"most image formats this will simply be the image file name itself. However,",1.0
18953,"swarmId=swarmId,",0.0
18954,return masked_db + m_prime_digest + b'\xBC',0.0
18955,resultdict[,0.0
18956,"if all((self.Tc, self.Vc, self.omega)):",0.0
18957,The minimum number of LC points required to generate variability,1.0
18958,:param storage: storage array,1.0
18959,"Not documented anywhere, determined from aws4_testsuite examples,",1.0
18960,"root_path = os.path.join(self.bundle.path, self.directory_path)",0.0
18961,computed. Usually a benchmark such as market returns.,1.0
18962,"acls = getattr(settings, 'XMPP_HTTP_UPLOAD_ACCESS', (('.*', False), ))",0.0
18963,Parameters,1.0
18964,sys.stdout = save_stdout,0.0
18965,"ET.SubElement(xmeta, 'MaxObjSize', {'xmlns': constants.NAMESPACE_METINF}).text = cmd.maxObjSize",0.0
18966,r.sudo('chown -R {user}:{user} {home}/.ssh'),0.0
18967,else:,0.0
18968,self.__model.resetSequenceStates(),0.0
18969,This sets the amount of time in seconds to wait for the service to,1.0
18970,"@retry(exceptions=(ArithmeticError,), success=lambda x: x > 0)",1.0
18971,if not command_line_args:,0.0
18972,the array of statements for the policy.,1.0
18973,else:,0.0
18974,----------,1.0
18975,"timeout_handler, timeout, backup_state)",0.0
18976,"logger.info(""[%(dirname)s] output ndx = %(ndx)r"", vars())",0.0
18977,"duration, ingduration],",0.0
18978,being used and setup segment sizes and start points that will,1.0
18979,now we should be able to use all lcproc functions correctly,1.0
18980,if tag == 'palette':,0.0
18981,A reasonable edge filter to use is :func:`pybel_tools.filters.keep_causal_edges` because this function can allow,1.0
18982,if not stamp in foldersByDay:,0.0
18983,range_start = today - datetime.timedelta(days=days_hold),0.0
18984,data['query'] = quote(query),0.0
18985,instructions shift the bits of the destination operand to the right,1.0
18986,if type_ == 'Collection' and is_minor_bump:,0.0
18987,allobjects[magcol]['binned_inveta_stdev'],0.0
18988,"lengths.append(self._curvelength(x0, y0, x1, y1, x2, y2, x3, y3, n))",0.0
18989,endpoint = split_data[2],0.0
18990,"raise ValueError('_is_notation: unkown notation: ""%s""' % notation_orig)",0.0
18991,raise TypeError(pretty_message(,0.0
18992,probs = generatePeakedProbabilities(catIdx),0.0
18993,sum1 = 0,0.0
18994,---------,1.0
18995,Recursively make requests to each endpoint in ``endpoints``.,1.0
18996,"prevActiveCells,",0.0
18997,if chunks and len(chunks[-1]) > width:,0.0
18998,nosplit = 0,0.0
18999,">>> knitting_pattern_set.to_svg(25).temporary_path("".svg"")",1.0
19000,for timeoutspec in timeoutvaluelist:,0.0
19001,return,0.0
19002,in `table` for the fields listed in `unique_fields`.,1.0
19003,op: a pipelines operation.,1.0
19004,"accepted, True)",0.0
19005,"blocks_waiting_for = max(1, block_number - self.get_current_block_num())",0.0
19006,raise StopAsyncIteration,0.0
19007,"if a match is found, then no-op (unless `force_on_exists` is set) but",1.0
19008,ebfitx2_redchisq = np.nan,0.0
19009,----------,1.0
19010,synapses. This routine is aggressive in finding the best match. The,1.0
19011,"magcol),",0.0
19012,return self._characteristic.value(),0.0
19013,"labels = data.split(u""."")",0.0
19014,self.ui.pushbuffer(),0.0
19015,self._setEncoderParams(),0.0
19016,"'pascal': pascal_iter,",0.0
19017,names: use short names for keras layers,1.0
19018,Updated arguments for next iteration.,1.0
19019,a_hat[nn] = np.sign(z_prime[nn].real) + 1j*0,0.0
19020,trigger bbox creation,1.0
19021,if param is not None:,0.0
19022,if (,0.0
19023,"desc : String, optional",1.0
19024,aggregator = aggr_cfg.aggregator_class(,0.0
19025,"exact = filter_labels_by_language(typelabels, language)",0.0
19026,return G,0.0
19027,"environ=environ,",0.0
19028,Removes the reaction from a model.,1.0
19029,else:,0.0
19030,parse that to get tags associated with the theme.,1.0
19031,"fname = abf.outpath+abf.ID+""_""+tag+"".png""",0.0
19032,"return int(np.round(wr)), int(np.round(hr))",0.0
19033,sorted_valid_methods_P : list,1.0
19034,table = self._table_template % dict(,0.0
19035,self._group = self._hdf_file.create_group(self._hdf_basepath),0.0
19036,"'durations': the durations array used,",1.0
19037,else:,0.0
19038,return '<pre><code>%s\n</code></pre>\n' % code,0.0
19039,"process = subprocess.run(""git clone https://github.com/mwgielen/MS17-010 {dir}"".format(dir=os.path.join(self.datadir, 'MS17-010')).split(' '))",0.0
19040,Prefixes to consider,1.0
19041,task[3] = frequency,1.0
19042,ValueError - when any of the parameters contain an invalid value,1.0
19043,"return self.search(*args, **kwargs)",0.0
19044,"return (start_iteration, stop_iteration);",0.0
19045,"def _sse_content_with_protocol(response, handler, **sse_kwargs):",0.0
19046,Update a port.,1.0
19047,sdssr = np.nan,0.0
19048,'no suitable compiled MIB %s found anywhere' % mibname),0.0
19049,"if key in [""edit_cutsites"", ""trim_overhang""]:",0.0
19050,this_errs = this_errs[tsi],0.0
19051,Shear an image randomly or non-randomly.,1.0
19052,if req.status_code == 404:,0.0
19053,if not on_right: neighbors[i].append(i + n + 1),0.0
19054,for field in rec[tag]:,0.0
19055,"ctypes.py_object,",0.0
19056,def bls_parallel_pfind(,0.0
19057,package_name.split('.')[0]),0.0
19058,"Stack arrays in sequence horizontally (column wise),",1.0
19059,"which have no priorities, and entries from priority memory.",1.0
19060,"return what(*args, **kwargs)",0.0
19061,"_LOGGER.debug('Wiki page is not set for channel %s', channel)",0.0
19062,r'''Method to calculate low-pressure gas thermal conductivity at,1.0
19063,"-2147415753: 'Missing attr key',",0.0
19064,for i in range(200):,0.0
19065,"generator = _load_class(getattr(settings, ""SEARCH_FILTER_GENERATOR"", None), cls)()",0.0
19066,headers=req.headers,0.0
19067,interval = Management.get_interval(payload[idx:idx + 2]),0.0
19068,for cobra_member in cobra_group.members:,0.0
19069,Create a directory *path* with subdirs but do not complain if it exists.,1.0
19070,"""description"": ""Enable kafka menu""",0.0
19071,Yields account names between start and stop.,1.0
19072,Take a sample from a field given flat indices or a shaped slice,1.0
19073,socket.settimeout(0.0),0.0
19074,"normto='globalmedian',",0.0
19075,typestr = typestr[0]+'i8',0.0
19076,entry = dict(),0.0
19077,endIdx = nonzeros[-1],0.0
19078,upload_parser.add_argument(,0.0
19079,edge_pixels = mask.masked_grid_index_to_pixel[mask.edge_pixels] + 0.5,0.0
19080,"evp_md,",0.0
19081,unique_fields: list of str,1.0
19082,try:,0.0
19083,image : `numpy.ndarray`,1.0
